trial,pA
0,0.5
1,0.5104716611417469
2,0.49831319788856476
3,0.5116256515002284
4,0.5366457088038133
5,0.5524995078002366
6,0.5512834456325626
7,0.5021502290843326
8,0.4943802849859244
9,0.5251486665540991
10,0.5219007036273244
11,0.5188344041640379
12,0.5085411536091449
13,0.5140935144436098
14,0.5256902948268491
15,0.5321789377958988
16,0.5467804769318945
17,0.48801947111887733
18,0.5095953562940754
19,0.5231164586725103
20,0.49794024863044883
21,0.49923041047452804
22,0.5234926299170172
23,0.5144761024556255
24,0.4932209718468588
25,0.45915681972823613
26,0.4896936740355436
27,0.4968513759890583
28,0.5286734703882453
29,0.5243350032248232
30,0.5188091764400113
31,0.4795344882957104
32,0.5617129173985246
33,0.5300711722995958
34,0.5079267248619153
35,0.4725194709291958
36,0.5267714668559912
37,0.5060620811743032
38,0.4668637030373366
39,0.513211000947783
40,0.5323390160199204
41,0.5139015441634571
42,0.5709620028955802
43,0.5494250679350964
44,0.5520135871899541
45,0.5116248693282028
46,0.5140355831473722
47,0.5033200498066522
48,0.5112976072665192
49,0.4849747734457183
50,0.4810689641875035
51,0.5032294861559907
52,0.48732780508055334
53,0.5257982791728286
54,0.5207395388967109
55,0.538685020823013
56,0.5357129912365033
57,0.5087193239190747
58,0.5434663508328854
59,0.5434745104997742
60,0.5362415090003504
61,0.5198995592032388
62,0.5078550295928342
63,0.48927668569142513
64,0.4716609316932142
65,0.4693444753349405
66,0.5208968551678426
67,0.48874149704151504
68,0.4863553279171062
69,0.5328106599187692
70,0.5289226264644342
71,0.4834980697168883
72,0.5091637249376737
73,0.5120413412498696
74,0.49364323406283206
75,0.5006025249720367
76,0.5222040536091676
77,0.5366234186026368
78,0.5599648240251228
79,0.5190424061741283
80,0.4735515316402338
81,0.5048693634575013
82,0.5087514227987096
83,0.47447429695463794
84,0.5306680432387132
85,0.5639893592962429
86,0.5565955301776316
87,0.5317639832777459
88,0.5338750164841308
89,0.4732040163695711
90,0.49844823532805355
91,0.5074994026601071
92,0.5118921090831229
93,0.5240912740920591
94,0.5286783793905809
95,0.49920549029562816
96,0.5265117839026098
97,0.5133229916498729
98,0.5025308620873788
99,0.5035635525012306
