trial,pA
0,0.5
1,0.5007836525924683
2,0.5093869068974128
3,0.5096375854204471
4,0.5120557228986043
5,0.5102414289932302
6,0.5157648570398503
7,0.5096630321628501
8,0.5188648552265601
9,0.5220645555319814
10,0.5221129184258819
11,0.5114122850250564
12,0.5138290818421364
13,0.5192465517219617
14,0.517834406206265
15,0.5234741074314044
16,0.517168568491153
17,0.5078885280196004
18,0.5128114272348206
19,0.5158289592266848
20,0.5164471102363206
21,0.5064262115879388
22,0.5216521263200894
23,0.5133810287807292
24,0.5167954788512382
25,0.5177385240827743
26,0.5146235166638456
27,0.5232420265685119
28,0.5257067791686921
29,0.5214445115222837
30,0.5260744773770191
31,0.5224594578061541
32,0.5253122347309515
33,0.5224963319136369
34,0.520034618348019
35,0.5059214986437245
36,0.5026234105149805
37,0.5071289176025745
38,0.5098012615299329
39,0.5109630045594361
40,0.5154186737323889
41,0.5148577061131028
42,0.5161027266607272
43,0.5263328097549513
44,0.523858833471547
45,0.5099199946012754
46,0.5188143793088692
47,0.5187824606567112
48,0.5128770151011012
49,0.5092386730292476
50,0.5135106062417555
51,0.505986475610004
52,0.5006841740112468
53,0.5060485128506795
54,0.5125853507515862
55,0.5145912193974668
56,0.5137141628971673
57,0.5161944930927572
58,0.5107295306904974
59,0.5122801498065384
60,0.5092529969755689
61,0.5116337573819968
62,0.5052191880014422
63,0.5115954228147335
64,0.5079315523553282
65,0.514961377152375
66,0.5214445375478791
67,0.5159611834802912
68,0.5143142228219034
69,0.5227822163633182
70,0.5263386725555939
71,0.5148924341142754
72,0.5101650039345279
73,0.5045260942877865
74,0.49822801199167827
75,0.500721626181011
76,0.5051745928696527
77,0.5035131480590064
78,0.507131262036612
79,0.5132121549138304
80,0.5203909008623678
81,0.5265971285848511
82,0.5137404393161816
83,0.4948236064479607
84,0.5024445669273463
85,0.5014350542421551
86,0.5073181117991272
87,0.5068233283875784
88,0.504488292045512
89,0.509704957498774
90,0.5142909366836053
91,0.5127437926505033
92,0.5154021222256104
93,0.5157015982898501
94,0.5084714918569063
95,0.511354845953017
96,0.5144865865701026
97,0.5189819115856954
98,0.5199847607059706
99,0.5312660935341255
