trial,pA
0,0.9999999847700208
1,0.9999038975845008
2,0.9924227587321396
3,0.9212078161092001
4,0.7838556142798879
5,0.617770054380253
6,0.5304206371402931
7,0.4440067452879074
8,0.41505673714978253
9,0.33479774873918317
10,0.32931137920874193
11,0.3142009418005976
12,0.3086548200645435
13,0.30375266020847635
14,0.3178027286197927
15,0.29805485001269244
16,0.30336521907849445
17,0.2917448441702119
18,0.36069313250583485
19,0.31547038998495414
20,0.36591952114100584
21,0.38037661589272326
22,0.3602997266920067
23,0.3634691950750266
24,0.36393122556778373
25,0.35681839702235585
26,0.3268358357828875
27,0.35344205154988423
28,0.375100600706769
29,0.35431631429092036
30,0.37094430295506725
31,0.3701584137091754
32,0.3875716144423567
33,0.3765034518509595
34,0.4018944611249561
35,0.3377080819846297
36,0.36231492471711535
37,0.34209288986820496
38,0.3222475453881395
39,0.354217951106816
40,0.36526701728683647
41,0.3454978563967841
42,0.34855139150243913
43,0.3284930940283672
44,0.3299347419644857
45,0.32559721728183016
46,0.3148126613247133
47,0.34248278796200465
48,0.3405611159055272
49,0.3335504626698726
50,0.31713562981746873
51,0.31565801179155073
52,0.33057325601915655
53,0.34840469385084555
54,0.35785407588448304
55,0.329159685043577
56,0.30982003340292397
57,0.2975086788245873
58,0.34679704336585354
59,0.3419569229547427
60,0.3879954108137844
61,0.44781779823183837
62,0.3827556904956451
63,0.38227256767982054
64,0.32581960629945117
65,0.3150162542276418
66,0.26842548033662395
67,0.3091585790844196
68,0.32190457951515794
69,0.34187569542642676
70,0.2819595692126677
71,0.305972467631475
72,0.3434552617377391
73,0.32648063210450373
74,0.34625155175789885
75,0.3673391376191957
76,0.354054760221333
77,0.3425017481630844
78,0.3519630830625324
79,0.3450774532903011
80,0.3532903014475493
81,0.32700034811511713
82,0.3791736971420205
83,0.35851019083365954
84,0.33521005853238006
85,0.3400372589702133
86,0.30405161630913713
87,0.3159502085428361
88,0.3019464947381264
89,0.2979882807670652
90,0.32494950964491226
91,0.325388881959569
92,0.3389394578293826
93,0.28289891787296534
94,0.26893253167008424
95,0.2930079699389594
96,0.3217959323081139
97,0.3201795705351803
98,0.3650145164435445
99,0.35227412841787964
