trial,pA
0,0.9998766054240137
1,0.7941296281990523
2,0.5635105416651313
3,0.49540577807270486
4,0.4496368682474352
5,0.4280726538607237
6,0.437890220445655
7,0.43292089511663984
8,0.42539874681960127
9,0.47429687793108977
10,0.45970427242140494
11,0.44577193347129096
12,0.47790968773503345
13,0.4466760686408124
14,0.44302845477916547
15,0.47045624459626256
16,0.4597219655842341
17,0.4581965721021588
18,0.46150885512308226
19,0.4573349797695747
20,0.4556081336422678
21,0.4580749993941417
22,0.48458208783694556
23,0.4651315838953001
24,0.44897313913869596
25,0.49604770393949543
26,0.5010645567375043
27,0.47564285301961823
28,0.4370440873812804
29,0.46405453686091236
30,0.47213595159612287
31,0.40267455070650277
32,0.4225813706899004
33,0.401072448999403
34,0.43436402840674615
35,0.42979478129134124
36,0.4282678531908667
37,0.4774180194008219
38,0.43334715455649087
39,0.400797636971701
40,0.43525080090934454
41,0.4885426259236987
42,0.45836486375738306
43,0.43343503293950414
44,0.42232212215990783
45,0.4264262656020524
46,0.4435164936570765
47,0.42422431698675483
48,0.4202297563999056
49,0.4539149792012494
50,0.4659302838211168
51,0.4528911525537941
52,0.4431372734110131
53,0.427266336984294
54,0.43721141797994434
55,0.43534230918539507
56,0.44020729422480764
57,0.4670730512155706
58,0.4464993907305802
59,0.4464571719760119
60,0.4322772832877236
61,0.4498624852916715
62,0.39144568913459177
63,0.4063312983492866
64,0.4580404403103073
65,0.4566641359637973
66,0.4604348032659532
67,0.458685427681465
68,0.4640382253674681
69,0.45668246193866857
70,0.46314015073011033
71,0.4689247514454614
72,0.41845521199217506
73,0.39025200809074756
74,0.3886199153851223
75,0.4142057305997679
76,0.42524219987343165
77,0.45141611741706733
78,0.4660776319127816
79,0.5048935562973679
80,0.4706886250487716
81,0.41357686179100533
82,0.41050159281135257
83,0.4064905955366108
84,0.45651459246057624
85,0.4613713858840627
86,0.4784453607582655
87,0.4476621500056755
88,0.4497288311490828
89,0.4284160650896809
90,0.45165328274506306
91,0.40176377059977064
92,0.44735793394494594
93,0.4552587839786924
94,0.45215465578419545
95,0.4256837283114159
96,0.45517793173083876
97,0.4481392531011686
98,0.42692638500571833
99,0.505491059755864
