ID,round,choice,reward
0,0,0,5
0,1,1,0
0,2,0,5
0,3,1,0
0,4,0,5
0,5,1,0
0,6,0,5
0,7,0,5
0,8,0,5
0,9,1,0
0,10,0,5
0,11,0,5
0,12,1,0
0,13,1,0
0,14,1,15
0,15,1,0
0,16,1,0
0,17,0,5
0,18,0,5
0,19,0,5
0,20,1,0
0,21,1,0
0,22,0,5
0,23,0,5
0,24,1,15
0,25,1,0
0,26,1,15
0,27,1,0
0,28,0,5
0,29,0,5
0,30,1,0
0,31,1,0
0,32,0,5
0,33,0,5
0,34,1,0
0,35,0,5
0,36,1,15
0,37,1,0
0,38,0,5
0,39,0,5
0,40,0,5
0,41,0,5
0,42,0,5
0,43,0,5
0,44,0,5
0,45,0,5
0,46,1,15
0,47,1,0
0,48,1,15
0,49,1,15
0,50,1,15
0,51,1,0
0,52,1,15
0,53,1,0
0,54,0,5
0,55,0,5
0,56,0,5
0,57,0,5
0,58,1,15
0,59,1,0
0,60,0,5
0,61,0,5
0,62,1,0
0,63,1,0
0,64,1,0
0,65,1,0
0,66,0,5
0,67,1,0
0,68,0,5
0,69,0,5
0,70,1,0
0,71,0,5
0,72,0,5
0,73,0,5
0,74,1,0
0,75,0,5
0,76,1,15
0,77,0,5
0,78,0,5
0,79,1,15
0,80,1,0
0,81,1,0
0,82,1,0
0,83,0,5
0,84,1,0
0,85,1,0
0,86,1,15
0,87,1,15
0,88,1,0
0,89,1,0
0,90,1,15
0,91,1,15
0,92,0,5
0,93,1,0
0,94,0,5
0,95,0,5
0,96,1,0
0,97,0,5
0,98,0,5
0,99,0,5
1,0,0,5
1,1,1,0
1,2,1,0
1,3,1,0
1,4,1,15
1,5,0,5
1,6,1,0
1,7,1,0
1,8,1,0
1,9,0,5
1,10,1,0
1,11,0,5
1,12,0,5
1,13,0,5
1,14,1,0
1,15,1,15
1,16,0,5
1,17,0,5
1,18,0,5
1,19,0,5
1,20,0,5
1,21,1,0
1,22,0,5
1,23,1,0
1,24,1,0
1,25,0,5
1,26,0,5
1,27,1,0
1,28,1,0
1,29,1,0
1,30,1,15
1,31,0,5
1,32,0,5
1,33,1,0
1,34,0,5
1,35,0,5
1,36,1,0
1,37,1,15
1,38,1,0
1,39,1,0
1,40,1,0
1,41,1,15
1,42,0,5
1,43,1,0
1,44,0,5
1,45,1,15
1,46,0,5
1,47,0,5
1,48,0,5
1,49,0,5
1,50,0,5
1,51,0,5
1,52,0,5
1,53,0,5
1,54,0,5
1,55,1,0
1,56,1,0
1,57,1,15
1,58,1,15
1,59,1,15
1,60,1,15
1,61,1,15
1,62,1,0
1,63,1,15
1,64,1,0
1,65,0,5
1,66,0,5
1,67,0,5
1,68,1,0
1,69,1,15
1,70,1,0
1,71,0,5
1,72,0,5
1,73,0,5
1,74,0,5
1,75,1,15
1,76,1,0
1,77,1,0
1,78,0,5
1,79,1,0
1,80,1,15
1,81,1,0
1,82,0,5
1,83,0,5
1,84,1,0
1,85,1,0
1,86,0,5
1,87,1,15
1,88,0,5
1,89,0,5
1,90,0,5
1,91,1,0
1,92,1,0
1,93,1,15
1,94,1,0
1,95,1,0
1,96,0,5
1,97,1,0
1,98,0,5
1,99,0,5
2,0,1,0
2,1,0,5
2,2,1,0
2,3,0,5
2,4,0,5
2,5,0,5
2,6,1,0
2,7,1,0
2,8,1,15
2,9,0,5
2,10,1,0
2,11,1,0
2,12,1,15
2,13,0,5
2,14,1,0
2,15,1,15
2,16,1,0
2,17,0,5
2,18,1,15
2,19,1,0
2,20,0,5
2,21,0,5
2,22,1,0
2,23,1,0
2,24,1,0
2,25,0,5
2,26,0,5
2,27,1,0
2,28,0,5
2,29,1,15
2,30,1,15
2,31,1,0
2,32,0,5
2,33,1,0
2,34,0,5
2,35,0,5
2,36,0,5
2,37,1,0
2,38,1,15
2,39,1,0
2,40,0,5
2,41,0,5
2,42,0,5
2,43,1,15
2,44,1,0
2,45,0,5
2,46,1,15
2,47,1,0
2,48,1,0
2,49,1,0
2,50,0,5
2,51,0,5
2,52,1,0
2,53,1,0
2,54,1,15
2,55,1,0
2,56,1,0
2,57,1,15
2,58,1,0
2,59,0,5
2,60,1,0
2,61,0,5
2,62,1,0
2,63,1,0
2,64,0,5
2,65,1,0
2,66,0,5
2,67,1,0
2,68,0,5
2,69,1,15
2,70,0,5
2,71,1,0
2,72,0,5
2,73,0,5
2,74,1,0
2,75,0,5
2,76,0,5
2,77,0,5
2,78,0,5
2,79,0,5
2,80,0,5
2,81,0,5
2,82,0,5
2,83,0,5
2,84,0,5
2,85,0,5
2,86,0,5
2,87,0,5
2,88,0,5
2,89,0,5
2,90,1,0
2,91,0,5
2,92,0,5
2,93,0,5
2,94,0,5
2,95,0,5
2,96,1,0
2,97,0,5
2,98,0,5
2,99,0,5
3,0,0,5
3,1,0,5
3,2,0,5
3,3,1,0
3,4,0,5
3,5,1,0
3,6,0,5
3,7,1,15
3,8,1,0
3,9,1,0
3,10,0,5
3,11,0,5
3,12,0,5
3,13,1,0
3,14,0,5
3,15,1,0
3,16,0,5
3,17,0,5
3,18,0,5
3,19,0,5
3,20,0,5
3,21,1,15
3,22,1,15
3,23,1,0
3,24,0,5
3,25,0,5
3,26,0,5
3,27,0,5
3,28,1,0
3,29,1,0
3,30,0,5
3,31,0,5
3,32,0,5
3,33,1,0
3,34,1,15
3,35,0,5
3,36,0,5
3,37,1,0
3,38,1,0
3,39,1,0
3,40,1,0
3,41,0,5
3,42,1,15
3,43,1,15
3,44,0,5
3,45,0,5
3,46,1,0
3,47,1,15
3,48,1,0
3,49,1,15
3,50,1,0
3,51,1,0
3,52,1,0
3,53,0,5
3,54,0,5
3,55,1,0
3,56,0,5
3,57,0,5
3,58,1,0
3,59,0,5
3,60,0,5
3,61,1,0
3,62,1,0
3,63,1,0
3,64,0,5
3,65,0,5
3,66,0,5
3,67,1,0
3,68,1,0
3,69,1,0
3,70,0,5
3,71,1,15
3,72,1,15
3,73,1,15
3,74,0,5
3,75,1,0
3,76,0,5
3,77,0,5
3,78,1,0
3,79,0,5
3,80,1,0
3,81,1,0
3,82,1,15
3,83,1,0
3,84,1,0
3,85,1,0
3,86,0,5
3,87,0,5
3,88,0,5
3,89,0,5
3,90,0,5
3,91,0,5
3,92,0,5
3,93,0,5
3,94,0,5
3,95,0,5
3,96,0,5
3,97,1,15
3,98,1,15
3,99,0,5
4,0,0,5
4,1,0,5
4,2,0,5
4,3,0,5
4,4,0,5
4,5,0,5
4,6,1,0
4,7,0,5
4,8,1,0
4,9,0,5
4,10,1,15
4,11,1,0
4,12,0,5
4,13,1,0
4,14,0,5
4,15,0,5
4,16,0,5
4,17,1,0
4,18,1,0
4,19,1,0
4,20,1,15
4,21,1,0
4,22,0,5
4,23,1,0
4,24,0,5
4,25,1,0
4,26,1,0
4,27,1,15
4,28,1,15
4,29,1,0
4,30,0,5
4,31,0,5
4,32,0,5
4,33,0,5
4,34,0,5
4,35,0,5
4,36,0,5
4,37,0,5
4,38,1,15
4,39,1,15
4,40,0,5
4,41,1,15
4,42,1,0
4,43,1,0
4,44,1,0
4,45,1,0
4,46,1,15
4,47,0,5
4,48,1,0
4,49,1,15
4,50,0,5
4,51,0,5
4,52,1,15
4,53,1,0
4,54,0,5
4,55,0,5
4,56,1,0
4,57,1,0
4,58,0,5
4,59,1,0
4,60,0,5
4,61,1,15
4,62,1,0
4,63,1,0
4,64,1,0
4,65,1,0
4,66,0,5
4,67,0,5
4,68,0,5
4,69,0,5
4,70,0,5
4,71,0,5
4,72,0,5
4,73,1,15
4,74,1,0
4,75,1,15
4,76,1,0
4,77,1,0
4,78,0,5
4,79,0,5
4,80,1,0
4,81,0,5
4,82,1,0
4,83,1,0
4,84,1,15
4,85,1,0
4,86,1,0
4,87,1,0
4,88,1,15
4,89,0,5
4,90,1,0
4,91,1,0
4,92,1,0
4,93,0,5
4,94,0,5
4,95,1,0
4,96,0,5
4,97,0,5
4,98,0,5
4,99,0,5
5,0,1,0
5,1,1,0
5,2,0,5
5,3,1,0
5,4,0,5
5,5,1,0
5,6,0,5
5,7,1,0
5,8,1,15
5,9,1,15
5,10,1,0
5,11,0,5
5,12,1,0
5,13,0,5
5,14,1,0
5,15,1,0
5,16,0,5
5,17,0,5
5,18,1,0
5,19,0,5
5,20,0,5
5,21,0,5
5,22,0,5
5,23,0,5
5,24,1,0
5,25,1,0
5,26,1,0
5,27,0,5
5,28,1,0
5,29,0,5
5,30,1,15
5,31,1,0
5,32,1,0
5,33,0,5
5,34,1,0
5,35,0,5
5,36,0,5
5,37,0,5
5,38,0,5
5,39,0,5
5,40,1,15
5,41,1,0
5,42,1,0
5,43,1,0
5,44,1,0
5,45,1,0
5,46,0,5
5,47,0,5
5,48,0,5
5,49,1,15
5,50,0,5
5,51,0,5
5,52,0,5
5,53,1,0
5,54,1,0
5,55,1,0
5,56,0,5
5,57,1,15
5,58,1,15
5,59,0,5
5,60,0,5
5,61,0,5
5,62,0,5
5,63,1,0
5,64,0,5
5,65,1,15
5,66,1,0
5,67,0,5
5,68,1,0
5,69,1,0
5,70,0,5
5,71,0,5
5,72,0,5
5,73,1,0
5,74,1,0
5,75,0,5
5,76,0,5
5,77,0,5
5,78,0,5
5,79,0,5
5,80,1,0
5,81,0,5
5,82,1,0
5,83,1,0
5,84,1,15
5,85,1,15
5,86,1,15
5,87,0,5
5,88,0,5
5,89,0,5
5,90,1,0
5,91,1,0
5,92,1,15
5,93,1,0
5,94,0,5
5,95,1,0
5,96,0,5
5,97,1,0
5,98,1,0
5,99,0,5
6,0,1,0
6,1,0,5
6,2,1,0
