trial,pA
0,0.9890130573694057
1,0.9895432937680814
2,0.9801988371457041
3,0.9707762767035962
4,0.9711033682424365
5,0.9738370979354407
6,0.971636279181161
7,0.9767521058792039
8,0.9764669466047874
9,0.9682738188535126
10,0.9498170430127649
11,0.9503085065980909
12,0.9498545451622425
13,0.9399178241028396
14,0.9598469533419359
15,0.9526226551275607
16,0.9396789896820026
17,0.9223493363596359
18,0.9315439264668675
19,0.9474555729275674
20,0.9513912004746022
21,0.9419932210182945
22,0.9390654116736057
23,0.9446434348615587
24,0.953898218500033
25,0.9559048922383421
26,0.9520743423187468
27,0.9385702269953983
28,0.9417696531768434
29,0.9475294376311127
30,0.9456947389268953
31,0.942635941984323
32,0.9352588918347956
33,0.9204693888256307
34,0.9306830499408296
35,0.9263422063750996
36,0.9369739438778387
37,0.9336061842020394
38,0.9132781390873623
39,0.9049024682039719
40,0.9031342181513873
41,0.9015386494789029
42,0.905945259070918
43,0.9054414780390939
44,0.9072522364970067
45,0.8948958396641042
46,0.9081753595840073
47,0.9017385267584647
48,0.910742776891732
49,0.8977886693044752
50,0.9084662670306158
51,0.8973397414039703
52,0.9311429097493991
53,0.9203968427756573
54,0.9276214782260321
55,0.9089095836486648
56,0.889265847440506
57,0.886329836338058
58,0.8893242389104336
59,0.8825788050199976
60,0.8814074732668005
61,0.8600748976492558
62,0.8282912787011224
63,0.8177510863140506
64,0.8265759160034659
65,0.8156923341449938
66,0.8342126064129124
67,0.8308231112807111
68,0.8323814542914542
69,0.8034731930086011
70,0.7928839075631832
71,0.7994821621153388
72,0.7978937550560145
73,0.7845914110809443
74,0.7812640943253064
75,0.784592333126395
76,0.7953435488925632
77,0.8047823591708004
78,0.8068844199610369
79,0.7980998936940068
80,0.8026471634714665
81,0.7865060306446398
82,0.7879392003724055
83,0.7867882219135772
84,0.8084190693670208
85,0.797153533924444
86,0.8088615674342604
87,0.7980540086263072
88,0.8168510196229823
89,0.8200592306179285
90,0.80298226024752
91,0.7981193509666631
92,0.7932671731088173
93,0.7828853552024626
94,0.7779236579331791
95,0.7654535337401767
96,0.7775939347993499
97,0.7829885110231827
98,0.7878092969672421
99,0.7686455014187281
