trial,pA
0,0.9890130573694057
1,0.9241418199787573
2,0.7758819650668987
3,0.6553546011799785
4,0.587558072599928
5,0.5200476465804456
6,0.503320566781061
7,0.5041384010118418
8,0.5322979559288454
9,0.5335716056643222
10,0.5129810433473092
11,0.5181208595979296
12,0.5043334381570366
13,0.4902362946557115
14,0.5013446859627243
15,0.5319922775416804
16,0.5311514858660612
17,0.5086984149500715
18,0.5135567573935944
19,0.516164540696359
20,0.5067396802041776
21,0.50528001555629
22,0.52190540643159
23,0.5018637192416437
24,0.47154645188393396
25,0.5192036595768852
26,0.529616375050719
27,0.5159362335507852
28,0.5336040162029188
29,0.5325675723173743
30,0.5367558248882126
31,0.5305111811395526
32,0.5224630349561188
33,0.5053460329001546
34,0.488960706359542
35,0.49185036905166707
36,0.5048327500924676
37,0.49346225906673574
38,0.48753075404766344
39,0.5090055043588331
40,0.516170556969035
41,0.5192513835342522
42,0.5157524891662751
43,0.5254164384866874
44,0.5415202836741045
45,0.5066664412426305
46,0.49532723730283124
47,0.530012684947259
48,0.522806723588892
49,0.506167607266337
50,0.5005888361524082
51,0.5106371851616134
52,0.5043531612080446
53,0.499734540579429
54,0.49332994167994826
55,0.4779409861475104
56,0.4965851841905426
57,0.4770151066859625
58,0.5237488944350913
59,0.5328697105688903
60,0.5018828474341746
61,0.511927185918782
62,0.5114058592882058
63,0.5158073281348934
64,0.5012767417363364
65,0.5133386557277902
66,0.48970341786784205
67,0.5036465361022117
68,0.49736148482855325
69,0.47499088298649417
70,0.5130804946344217
71,0.5155237913238927
72,0.48863198804460134
73,0.5085118754357343
74,0.517643981281918
75,0.5061066446206592
76,0.49490323861446983
77,0.49545445214692235
78,0.49263031823635395
79,0.510471143004437
80,0.5045338381912629
81,0.5209215528595825
82,0.5010730481715335
83,0.5031608672911749
84,0.5099477304340354
85,0.49529528549120977
86,0.5098211894403119
87,0.5133464964765859
88,0.513728750687407
89,0.511746455211635
90,0.5246742224258371
91,0.49605310452576246
92,0.5090461313780401
93,0.4943071278731559
94,0.5137622696771191
95,0.522218260610731
96,0.5196667689373143
97,0.5002748379515897
98,0.515512247822561
99,0.5175958374609868
