trial,pA
0,0.6791786991753926
1,0.5714236090826467
2,0.5549526507873351
3,0.5358545653197874
4,0.5038314820471027
5,0.48418475452101023
6,0.504252798840012
7,0.49796077341050915
8,0.4932838985273733
9,0.5067594037276784
10,0.510073017058525
11,0.5319255747332756
12,0.4944848973897839
13,0.5401535911139568
14,0.5406447974899279
15,0.48745751394386083
16,0.5046372525891047
17,0.5331865360835192
18,0.5405024506901706
19,0.5174543930159053
20,0.5010152004623323
21,0.4819064501393727
22,0.5227871517042773
23,0.5022182253951896
24,0.510546481671439
25,0.5072316284130365
26,0.5451593674458793
27,0.525537476757679
28,0.4988860090520105
29,0.5386125732233444
30,0.49901753545110855
31,0.5017862143156999
32,0.5495268810601164
33,0.5352393700490983
34,0.5346161864144817
35,0.5562478557147446
36,0.5253452361265326
37,0.5136833617911373
38,0.500184871685138
39,0.5228674641161983
40,0.5275314366917991
41,0.526685034813007
42,0.47637782416494723
43,0.5347225148083852
44,0.527389677955075
45,0.48841313194126257
46,0.5112904579064681
47,0.49198140290615094
48,0.4895099433687938
49,0.5139950626525132
50,0.4979410934103346
51,0.5086687659313237
52,0.48058546365287574
53,0.5118136657659159
54,0.49641939302733357
55,0.49207415540989663
56,0.49865050340318406
57,0.5487019952580982
58,0.5541516819198447
59,0.5288060548845614
60,0.5515296694564749
61,0.4910001967551219
62,0.49261756095802
63,0.502780260244062
64,0.5149463517521875
65,0.5417733044542821
66,0.5098639533698777
67,0.535870336196073
68,0.5417969709710366
69,0.5076239336849471
70,0.5053806736761749
71,0.4847831743925189
72,0.5307955060868916
73,0.5086238558656957
74,0.5240679923613777
75,0.5360939962334337
76,0.46549950524069295
77,0.48824422221837843
78,0.5418594344971859
79,0.5212676763844143
80,0.49815172160377386
81,0.5001238375656283
82,0.5086110489248157
83,0.4948279422620166
84,0.4709747592751546
85,0.45113635246276634
86,0.5020878962895456
87,0.5167362102013722
88,0.49387095036455975
89,0.5044596265217822
90,0.5329231508957352
91,0.47822791056380143
92,0.5001756759506822
93,0.5336868872675617
94,0.5228126900168774
95,0.5032877719342715
96,0.5120557199881446
97,0.49578587177266015
98,0.5043630786020498
99,0.4845113309929045
