trial,pA
0,0.5
1,0.7150677666736381
2,0.8220157328926433
3,0.8820462303235747
4,0.9183960473450092
5,0.9299411935200256
6,0.9507993024761504
7,0.9599607348421473
8,0.9870425806513741
9,0.980802939919049
10,0.9871081231210903
11,0.9808081783689637
12,0.9804376838798902
13,0.9804030645334157
14,0.9870194060942281
15,0.997940018277994
16,0.9979720943078582
17,0.9979744282044067
18,0.9979746545400959
19,0.9979746771045613
20,0.9979746793603179
21,0.9979746795858867
22,0.9979746796084435
23,0.9979746796106993
24,0.9979746796109248
25,0.9880151860187283
26,0.9880151860187305
27,0.9880151860187308
28,0.9979400182835607
29,0.9979720943084145
30,0.997974428204462
31,0.997974654540101
32,0.9979746771045614
33,0.988015185768099
34,0.9880151859936678
35,0.9979400182810545
36,0.9979720943081639
37,0.997974428204437
38,0.9979746545400987
39,0.9979746771045613
40,0.9979746793603179
41,0.9979746795858867
42,0.9979746796084435
43,0.9979746796106993
44,0.9979746796109248
45,0.9979746796109474
46,0.9979746796109497
47,0.9808522073167406
48,0.9871176081712592
49,0.9879251884486522
50,0.9880061860211607
51,0.9880142860187333
52,0.9979400182835607
53,0.9979720943084145
54,0.997974428204462
55,0.997974654540101
56,0.9979746771045614
57,0.9979746793603179
58,0.9979746795858867
59,0.9979746796084434
60,0.9979746796106991
61,0.9979746796109248
62,0.9979746796109472
63,0.9979746796109495
64,0.9979746796109498
65,0.9979746796109498
66,0.9979746796109498
67,0.9979746796109498
68,0.9979746796109498
69,0.9979746796109498
70,0.9979746796109498
71,0.9979746796109498
72,0.9979746796109498
73,0.9979746796109498
74,0.9979746796109498
75,0.9979746796109498
76,0.9979746796109498
77,0.9979746796109498
78,0.9979746796109498
79,0.9979746796109498
80,0.9979746796109498
81,0.9880151860187308
82,0.9979400182835608
83,0.9979720943084146
84,0.9979744282044622
85,0.9979746545401013
86,0.9979746771045616
87,0.9979746793603179
88,0.9979746795858867
89,0.9979746796084435
90,0.9979746796106993
91,0.9979746796109248
92,0.9979746796109474
93,0.9979746796109497
94,0.9979746796109498
95,0.9979746796109498
96,0.9979746796109498
97,0.9979746796109498
98,0.9979746796109498
99,0.9979746796109498
