trial,pA
0,0.5
1,0.5876852527791809
2,0.5741999479770825
3,0.6120432565768426
4,0.5980806454881318
5,0.6041656948304575
6,0.5966144325961199
7,0.623144057371723
8,0.6388967073403755
9,0.6552726611507133
10,0.6530677490203147
11,0.6641032510372284
12,0.6518361535169366
13,0.6731922601425638
14,0.6680256056512551
15,0.6773048476883368
16,0.6872626738801233
17,0.6894801174014965
18,0.6971829602876717
19,0.6819007835782946
20,0.6762721916859397
21,0.6675605968507773
22,0.6784214226743736
23,0.6740478509234026
24,0.677022168657031
25,0.6774648829043194
26,0.6781343999567875
27,0.6633722461386518
28,0.6564697821443659
29,0.6572829498278943
30,0.6597651937479396
31,0.6627996304513979
32,0.6756627733839544
33,0.6308671409605852
34,0.6426615867077292
35,0.6365432001630305
36,0.6439949822617612
37,0.6619515739834124
38,0.6745994109105267
39,0.6814333012505936
40,0.6825430472847885
41,0.7016394857307167
42,0.716904057487002
43,0.7003926861604632
44,0.6928074043051109
45,0.6796721803953197
46,0.6828256725089941
47,0.6818798674977272
48,0.6872820496514441
49,0.6951566393340767
50,0.7008502772090205
51,0.6973124396674837
52,0.6596006109566255
53,0.6579336848589119
54,0.6500105564965493
55,0.6564892171856812
56,0.6578431829781743
57,0.6608730735668145
58,0.6573764288609073
59,0.6582452462638068
60,0.6504185276086198
61,0.6774545719088958
62,0.683386995096902
63,0.6786487623883695
64,0.6761116411815697
65,0.6802344264984848
66,0.6756951080340526
67,0.6793900975086552
68,0.6838693785326061
69,0.691507998711325
70,0.7013186938144527
71,0.6956019811812263
72,0.6888524870622748
73,0.694638469153324
74,0.698072268788182
75,0.7027003241645693
76,0.7225164670556733
77,0.7194207982052336
78,0.752759675659442
79,0.738999789378892
80,0.747884979129203
81,0.7635824827745066
82,0.7715181747447469
83,0.7855084382703685
84,0.7899839779734301
85,0.7764141638118695
86,0.7566968537477279
87,0.747754015768582
88,0.756179259217581
89,0.7546106937602372
90,0.7551516478367637
91,0.7360648202409081
92,0.7358241759253494
93,0.7352249203828649
94,0.7357362703583117
95,0.7368647228105821
96,0.7418430658788137
97,0.7580128330794605
98,0.7546621865790984
99,0.7552862157442728
